trait	trait_id	trait_name	description	value	value_description	alternative_value	type	source_token	source_name
t1814_IBD_symptom_3	1814	IBD_symptom_3	Which were the first symptoms leading you to a physician? (3)	8	other		discrete	QUPG	question form popgen
t1814_IBD_symptom_3	1814	IBD_symptom_3	Which were the first symptoms leading you to a physician? (3)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1814_IBD_symptom_3	1814	IBD_symptom_3	Which were the first symptoms leading you to a physician? (3)	9999999	missing		discrete	QUPG	question form popgen
t1815_IBD_symptom_4	1815	IBD_symptom_4	Which were the first symptoms leading you to a physician? (4)	1	diarrhea		discrete	QUPG	question form popgen
t1815_IBD_symptom_4	1815	IBD_symptom_4	Which were the first symptoms leading you to a physician? (4)	2	abdominal pain		discrete	QUPG	question form popgen
t1815_IBD_symptom_4	1815	IBD_symptom_4	Which were the first symptoms leading you to a physician? (4)	3	nausea		discrete	QUPG	question form popgen
t1815_IBD_symptom_4	1815	IBD_symptom_4	Which were the first symptoms leading you to a physician? (4)	4	reduction of weight		discrete	QUPG	question form popgen
t1815_IBD_symptom_4	1815	IBD_symptom_4	Which were the first symptoms leading you to a physician? (4)	5	blood in stool		discrete	QUPG	question form popgen
t1815_IBD_symptom_4	1815	IBD_symptom_4	Which were the first symptoms leading you to a physician? (4)	6	anemia		discrete	QUPG	question form popgen
t1815_IBD_symptom_4	1815	IBD_symptom_4	Which were the first symptoms leading you to a physician? (4)	7	abdominal induration		discrete	QUPG	question form popgen
t1815_IBD_symptom_4	1815	IBD_symptom_4	Which were the first symptoms leading you to a physician? (4)	8	other		discrete	QUPG	question form popgen
t1815_IBD_symptom_4	1815	IBD_symptom_4	Which were the first symptoms leading you to a physician? (4)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1815_IBD_symptom_4	1815	IBD_symptom_4	Which were the first symptoms leading you to a physician? (4)	9999999	missing		discrete	QUPG	question form popgen
t1816_IBD_symptom_5	1816	IBD_symptom_5	Which were the first symptoms leading you to a physician? (5)	1	diarrhea		discrete	QUPG	question form popgen
t1816_IBD_symptom_5	1816	IBD_symptom_5	Which were the first symptoms leading you to a physician? (5)	2	abdominal pain		discrete	QUPG	question form popgen
t1816_IBD_symptom_5	1816	IBD_symptom_5	Which were the first symptoms leading you to a physician? (5)	3	nausea		discrete	QUPG	question form popgen
t1816_IBD_symptom_5	1816	IBD_symptom_5	Which were the first symptoms leading you to a physician? (5)	4	reduction of weight		discrete	QUPG	question form popgen
t1816_IBD_symptom_5	1816	IBD_symptom_5	Which were the first symptoms leading you to a physician? (5)	5	blood in stool		discrete	QUPG	question form popgen
t1816_IBD_symptom_5	1816	IBD_symptom_5	Which were the first symptoms leading you to a physician? (5)	6	anemia		discrete	QUPG	question form popgen
t1816_IBD_symptom_5	1816	IBD_symptom_5	Which were the first symptoms leading you to a physician? (5)	7	abdominal induration		discrete	QUPG	question form popgen
t1816_IBD_symptom_5	1816	IBD_symptom_5	Which were the first symptoms leading you to a physician? (5)	8	other		discrete	QUPG	question form popgen
t1816_IBD_symptom_5	1816	IBD_symptom_5	Which were the first symptoms leading you to a physician? (5)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1816_IBD_symptom_5	1816	IBD_symptom_5	Which were the first symptoms leading you to a physician? (5)	9999999	missing		discrete	QUPG	question form popgen
t1817_IBD_symptom_6	1817	IBD_symptom_6	Which were the first symptoms leading you to a physician? (6)	1	diarrhea		discrete	QUPG	question form popgen
t1817_IBD_symptom_6	1817	IBD_symptom_6	Which were the first symptoms leading you to a physician? (6)	2	abdominal pain		discrete	QUPG	question form popgen
t1817_IBD_symptom_6	1817	IBD_symptom_6	Which were the first symptoms leading you to a physician? (6)	3	nausea		discrete	QUPG	question form popgen
t1817_IBD_symptom_6	1817	IBD_symptom_6	Which were the first symptoms leading you to a physician? (6)	4	reduction of weight		discrete	QUPG	question form popgen
t1817_IBD_symptom_6	1817	IBD_symptom_6	Which were the first symptoms leading you to a physician? (6)	5	blood in stool		discrete	QUPG	question form popgen
t1817_IBD_symptom_6	1817	IBD_symptom_6	Which were the first symptoms leading you to a physician? (6)	6	anemia		discrete	QUPG	question form popgen
t1817_IBD_symptom_6	1817	IBD_symptom_6	Which were the first symptoms leading you to a physician? (6)	7	abdominal induration		discrete	QUPG	question form popgen
t1817_IBD_symptom_6	1817	IBD_symptom_6	Which were the first symptoms leading you to a physician? (6)	8	other		discrete	QUPG	question form popgen
t1817_IBD_symptom_6	1817	IBD_symptom_6	Which were the first symptoms leading you to a physician? (6)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1817_IBD_symptom_6	1817	IBD_symptom_6	Which were the first symptoms leading you to a physician? (6)	9999999	missing		discrete	QUPG	question form popgen
t1818_IBD_symptom_7	1818	IBD_symptom_7	Which were the first symptoms leading you to a physician? (7)	1	diarrhea		discrete	QUPG	question form popgen
t1818_IBD_symptom_7	1818	IBD_symptom_7	Which were the first symptoms leading you to a physician? (7)	2	abdominal pain		discrete	QUPG	question form popgen
t1818_IBD_symptom_7	1818	IBD_symptom_7	Which were the first symptoms leading you to a physician? (7)	3	nausea		discrete	QUPG	question form popgen
t1818_IBD_symptom_7	1818	IBD_symptom_7	Which were the first symptoms leading you to a physician? (7)	4	reduction of weight		discrete	QUPG	question form popgen
t1818_IBD_symptom_7	1818	IBD_symptom_7	Which were the first symptoms leading you to a physician? (7)	5	blood in stool		discrete	QUPG	question form popgen
t1818_IBD_symptom_7	1818	IBD_symptom_7	Which were the first symptoms leading you to a physician? (7)	6	anemia		discrete	QUPG	question form popgen
t1818_IBD_symptom_7	1818	IBD_symptom_7	Which were the first symptoms leading you to a physician? (7)	7	abdominal induration		discrete	QUPG	question form popgen
t1818_IBD_symptom_7	1818	IBD_symptom_7	Which were the first symptoms leading you to a physician? (7)	8	other		discrete	QUPG	question form popgen
t1818_IBD_symptom_7	1818	IBD_symptom_7	Which were the first symptoms leading you to a physician? (7)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1818_IBD_symptom_7	1818	IBD_symptom_7	Which were the first symptoms leading you to a physician? (7)	9999999	missing		discrete	QUPG	question form popgen
t1820_IBD_symptom_month	1820	IBD_symptom_month	In which month did the first symptoms for inflammatory bowel disease appear?	1 - 12			continuous	QUPG	question form popgen
t1820_IBD_symptom_month	1820	IBD_symptom_month	In which month did the first symptoms for inflammatory bowel disease appear?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1820_IBD_symptom_month	1820	IBD_symptom_month	In which month did the first symptoms for inflammatory bowel disease appear?	9999999	missing		continuous	QUPG	question form popgen
t1821_IBD_symptom_year	1821	IBD_symptom_year	In which year did the first symptoms for inflammatory bowel disease appear?	1900 - 2030			continuous	QUPG	question form popgen
t1821_IBD_symptom_year	1821	IBD_symptom_year	In which year did the first symptoms for inflammatory bowel disease appear?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1821_IBD_symptom_year	1821	IBD_symptom_year	In which year did the first symptoms for inflammatory bowel disease appear?	9999999	missing		continuous	QUPG	question form popgen
t1822_IBD_symptom_age	1822	IBD_symptom_age	How old were you when the first symptoms for inflammatory bowel disease appeared?	0 - 120			continuous	QUPG	question form popgen
t1822_IBD_symptom_age	1822	IBD_symptom_age	How old were you when the first symptoms for inflammatory bowel disease appeared?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1822_IBD_symptom_age	1822	IBD_symptom_age	How old were you when the first symptoms for inflammatory bowel disease appeared?	9999999	missing		continuous	QUPG	question form popgen
t1825_IBD_therapy	1825	IBD_therapy	Have you ever received any therapy due to inflammatory bowel disease?	1	medicaments		discrete	QUPG	question form popgen
t1825_IBD_therapy	1825	IBD_therapy	Have you ever received any therapy due to inflammatory bowel disease?	2	surgery		discrete	QUPG	question form popgen
t1825_IBD_therapy	1825	IBD_therapy	Have you ever received any therapy due to inflammatory bowel disease?	3	complementary/alternative therapy		discrete	QUPG	question form popgen
t1825_IBD_therapy	1825	IBD_therapy	Have you ever received any therapy due to inflammatory bowel disease?	4	none		discrete	QUPG	question form popgen
t1825_IBD_therapy	1825	IBD_therapy	Have you ever received any therapy due to inflammatory bowel disease?	5	do not know		discrete	QUPG	question form popgen
t1825_IBD_therapy	1825	IBD_therapy	Have you ever received any therapy due to inflammatory bowel disease?	12	medicaments + surgery		discrete	QUPG	question form popgen
t1825_IBD_therapy	1825	IBD_therapy	Have you ever received any therapy due to inflammatory bowel disease?	13	medic. + compl./altern.th.		discrete	QUPG	question form popgen
t1825_IBD_therapy	1825	IBD_therapy	Have you ever received any therapy due to inflammatory bowel disease?	23	surgery + compl./altern.th.		discrete	QUPG	question form popgen
t1825_IBD_therapy	1825	IBD_therapy	Have you ever received any therapy due to inflammatory bowel disease?	123	med.+ surg.+ compl./altern.th.		discrete	QUPG	question form popgen
t1825_IBD_therapy	1825	IBD_therapy	Have you ever received any therapy due to inflammatory bowel disease?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1825_IBD_therapy	1825	IBD_therapy	Have you ever received any therapy due to inflammatory bowel disease?	9999999	missing		discrete	QUPG	question form popgen
t1826_mesalazin_12m	1826	mesalazin_12m	Did you take the medicament Mesalazin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	0	unknown		discrete	QUPG	question form popgen
t1826_mesalazin_12m	1826	mesalazin_12m	Did you take the medicament Mesalazin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t1826_mesalazin_12m	1826	mesalazin_12m	Did you take the medicament Mesalazin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t1826_mesalazin_12m	1826	mesalazin_12m	Did you take the medicament Mesalazin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1826_mesalazin_12m	1826	mesalazin_12m	Did you take the medicament Mesalazin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t1827_mesalazin_therapy	1827	mesalazin_therapy	Which mesalazin therapy have you received?	0	unknown		discrete	QUPG	question form popgen
t1827_mesalazin_therapy	1827	mesalazin_therapy	Which mesalazin therapy have you received?	1	local therapy		discrete	QUPG	question form popgen
t1827_mesalazin_therapy	1827	mesalazin_therapy	Which mesalazin therapy have you received?	2	systemic therapy		discrete	QUPG	question form popgen
t1827_mesalazin_therapy	1827	mesalazin_therapy	Which mesalazin therapy have you received?	3	local + systemic therapy		discrete	QUPG	question form popgen
t1827_mesalazin_therapy	1827	mesalazin_therapy	Which mesalazin therapy have you received?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1827_mesalazin_therapy	1827	mesalazin_therapy	Which mesalazin therapy have you received?	9999999	missing		discrete	QUPG	question form popgen
t1828_sulfasalazin_12m	1828	sulfasalazin_12m	Did you take the medicament Sulfasalazin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	0	unknown		discrete	QUPG	question form popgen
t1828_sulfasalazin_12m	1828	sulfasalazin_12m	Did you take the medicament Sulfasalazin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t1828_sulfasalazin_12m	1828	sulfasalazin_12m	Did you take the medicament Sulfasalazin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t1828_sulfasalazin_12m	1828	sulfasalazin_12m	Did you take the medicament Sulfasalazin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1828_sulfasalazin_12m	1828	sulfasalazin_12m	Did you take the medicament Sulfasalazin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t1829_sulfasalazin_therapy	1829	sulfasalazin_therapy	Which sulfasalazin therapy have you received?	0	unknown		discrete	QUPG	question form popgen
t1829_sulfasalazin_therapy	1829	sulfasalazin_therapy	Which sulfasalazin therapy have you received?	1	local therapy		discrete	QUPG	question form popgen
t1829_sulfasalazin_therapy	1829	sulfasalazin_therapy	Which sulfasalazin therapy have you received?	2	systemic therapy		discrete	QUPG	question form popgen
t1829_sulfasalazin_therapy	1829	sulfasalazin_therapy	Which sulfasalazin therapy have you received?	3	local + systemic therapy		discrete	QUPG	question form popgen
t1829_sulfasalazin_therapy	1829	sulfasalazin_therapy	Which sulfasalazin therapy have you received?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1829_sulfasalazin_therapy	1829	sulfasalazin_therapy	Which sulfasalazin therapy have you received?	9999999	missing		discrete	QUPG	question form popgen
t1830_budesonid_12m	1830	budesonid_12m	Did you take the medicament Budesonid due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	0	unknown		discrete	QUPG	question form popgen
t1830_budesonid_12m	1830	budesonid_12m	Did you take the medicament Budesonid due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t1830_budesonid_12m	1830	budesonid_12m	Did you take the medicament Budesonid due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t1830_budesonid_12m	1830	budesonid_12m	Did you take the medicament Budesonid due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1830_budesonid_12m	1830	budesonid_12m	Did you take the medicament Budesonid due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t1831_budesonid_therapy	1831	budesonid_therapy	Which Budesonid therapy have you received?	0	unknown		discrete	QUPG	question form popgen
t1831_budesonid_therapy	1831	budesonid_therapy	Which Budesonid therapy have you received?	1	local therapy		discrete	QUPG	question form popgen
t1831_budesonid_therapy	1831	budesonid_therapy	Which Budesonid therapy have you received?	2	systemic therapy		discrete	QUPG	question form popgen
t1831_budesonid_therapy	1831	budesonid_therapy	Which Budesonid therapy have you received?	3	local + systemic therapy		discrete	QUPG	question form popgen
t1831_budesonid_therapy	1831	budesonid_therapy	Which Budesonid therapy have you received?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1831_budesonid_therapy	1831	budesonid_therapy	Which Budesonid therapy have you received?	9999999	missing		discrete	QUPG	question form popgen
t1832_cortisone_12m	1832	cortisone_12m	Did you take the medicament Cortison due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	0	unknown		discrete	QUPG	question form popgen
t1832_cortisone_12m	1832	cortisone_12m	Did you take the medicament Cortison due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t1832_cortisone_12m	1832	cortisone_12m	Did you take the medicament Cortison due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t1832_cortisone_12m	1832	cortisone_12m	Did you take the medicament Cortison due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1832_cortisone_12m	1832	cortisone_12m	Did you take the medicament Cortison due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t1833_cortison_duration	1833	cortison_duration	How long did you take Cortison (> 10mg/day) altogether?	0	unknown		discrete	QUPG	question form popgen
t1833_cortison_duration	1833	cortison_duration	How long did you take Cortison (> 10mg/day) altogether?	1	more than 1 year		discrete	QUPG	question form popgen
t1833_cortison_duration	1833	cortison_duration	How long did you take Cortison (> 10mg/day) altogether?	2	7-12 months		discrete	QUPG	question form popgen
t1833_cortison_duration	1833	cortison_duration	How long did you take Cortison (> 10mg/day) altogether?	3	4-6 months		discrete	QUPG	question form popgen
t1833_cortison_duration	1833	cortison_duration	How long did you take Cortison (> 10mg/day) altogether?	4	1-3 months		discrete	QUPG	question form popgen
t1833_cortison_duration	1833	cortison_duration	How long did you take Cortison (> 10mg/day) altogether?	5	less than 1 month		discrete	QUPG	question form popgen
t1833_cortison_duration	1833	cortison_duration	How long did you take Cortison (> 10mg/day) altogether?	6	never		discrete	QUPG	question form popgen
t1833_cortison_duration	1833	cortison_duration	How long did you take Cortison (> 10mg/day) altogether?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1833_cortison_duration	1833	cortison_duration	How long did you take Cortison (> 10mg/day) altogether?	9999999	missing		discrete	QUPG	question form popgen
t1834_antibiotics_12m	1834	antibiotics_12m	Did you take antibiotics due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	0	unknown		discrete	QUPG	question form popgen
t1834_antibiotics_12m	1834	antibiotics_12m	Did you take antibiotics due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t1834_antibiotics_12m	1834	antibiotics_12m	Did you take antibiotics due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t1834_antibiotics_12m	1834	antibiotics_12m	Did you take antibiotics due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1834_antibiotics_12m	1834	antibiotics_12m	Did you take antibiotics due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t1835_azathioprin_12m	1835	azathioprin_12m	Did you take the medicament Azathioprin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	0	unknown		discrete	QUPG	question form popgen
t1835_azathioprin_12m	1835	azathioprin_12m	Did you take the medicament Azathioprin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t1835_azathioprin_12m	1835	azathioprin_12m	Did you take the medicament Azathioprin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t1835_azathioprin_12m	1835	azathioprin_12m	Did you take the medicament Azathioprin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1835_azathioprin_12m	1835	azathioprin_12m	Did you take the medicament Azathioprin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t1836_6-Mercaptopurin_12m	1836	6-Mercaptopurin_12m	Did you take the medicament 6-Mercaptopurin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	0	unknown		discrete	QUPG	question form popgen
t1836_6-Mercaptopurin_12m	1836	6-Mercaptopurin_12m	Did you take the medicament 6-Mercaptopurin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t1836_6-Mercaptopurin_12m	1836	6-Mercaptopurin_12m	Did you take the medicament 6-Mercaptopurin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t1836_6-Mercaptopurin_12m	1836	6-Mercaptopurin_12m	Did you take the medicament 6-Mercaptopurin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1836_6-Mercaptopurin_12m	1836	6-Mercaptopurin_12m	Did you take the medicament 6-Mercaptopurin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t1837_infliximab_12m	1837	infliximab_12m	Did you take the medicament Infliximab due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	0	unknown		discrete	QUPG	question form popgen
t1837_infliximab_12m	1837	infliximab_12m	Did you take the medicament Infliximab due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t1837_infliximab_12m	1837	infliximab_12m	Did you take the medicament Infliximab due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t1837_infliximab_12m	1837	infliximab_12m	Did you take the medicament Infliximab due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1837_infliximab_12m	1837	infliximab_12m	Did you take the medicament Infliximab due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t1838_methotrexat_12m	1838	methotrexat_12m	Did you take the medicament Methotrexat due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	0	unknown		discrete	QUPG	question form popgen
t1838_methotrexat_12m	1838	methotrexat_12m	Did you take the medicament Methotrexat due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t1838_methotrexat_12m	1838	methotrexat_12m	Did you take the medicament Methotrexat due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t1838_methotrexat_12m	1838	methotrexat_12m	Did you take the medicament Methotrexat due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1838_methotrexat_12m	1838	methotrexat_12m	Did you take the medicament Methotrexat due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t1839_cyclosporin_12m	1839	cyclosporin_12m	Did you take the medicament Cyclosporin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	0	unknown		discrete	QUPG	question form popgen
t1839_cyclosporin_12m	1839	cyclosporin_12m	Did you take the medicament Cyclosporin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t1839_cyclosporin_12m	1839	cyclosporin_12m	Did you take the medicament Cyclosporin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t1839_cyclosporin_12m	1839	cyclosporin_12m	Did you take the medicament Cyclosporin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1839_cyclosporin_12m	1839	cyclosporin_12m	Did you take the medicament Cyclosporin due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t1840_tacrolimus_12m	1840	tacrolimus_12m	Did you take the medicament Tacrolimus due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	0	unknown		discrete	QUPG	question form popgen
t1840_tacrolimus_12m	1840	tacrolimus_12m	Did you take the medicament Tacrolimus due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t1840_tacrolimus_12m	1840	tacrolimus_12m	Did you take the medicament Tacrolimus due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t1840_tacrolimus_12m	1840	tacrolimus_12m	Did you take the medicament Tacrolimus due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1840_tacrolimus_12m	1840	tacrolimus_12m	Did you take the medicament Tacrolimus due to your PSC and / or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t1841_study_medication_12m	1841	study_medication_12m	Did you take study medicaments due to your PSC and/ or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	0	unknown		discrete	QUPG	question form popgen
t1841_study_medication_12m	1841	study_medication_12m	Did you take study medicaments due to your PSC and/ or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t1841_study_medication_12m	1841	study_medication_12m	Did you take study medicaments due to your PSC and/ or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t1841_study_medication_12m	1841	study_medication_12m	Did you take study medicaments due to your PSC and/ or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1841_study_medication_12m	1841	study_medication_12m	Did you take study medicaments due to your PSC and/ or IBD during the last 12 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t1842_IBD_surgery	1842	IBD_surgery	Did you have surgical operations due to your inflammatory bowel disease (follow-up of studies before 05/2016: after the previous date of sampling)?	0	unknown		discrete	QUPG	question form popgen
t1842_IBD_surgery	1842	IBD_surgery	Did you have surgical operations due to your inflammatory bowel disease (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t1842_IBD_surgery	1842	IBD_surgery	Did you have surgical operations due to your inflammatory bowel disease (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t1842_IBD_surgery	1842	IBD_surgery	Did you have surgical operations due to your inflammatory bowel disease (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1842_IBD_surgery	1842	IBD_surgery	Did you have surgical operations due to your inflammatory bowel disease (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t1843_ileocaecal_resection	1843	ileocaecal_resection	Did you have an ileocaecal resection?	1	yes		discrete	QUPG	question form popgen
t1843_ileocaecal_resection	1843	ileocaecal_resection	Did you have an ileocaecal resection?	2	no		discrete	QUPG	question form popgen
t1843_ileocaecal_resection	1843	ileocaecal_resection	Did you have an ileocaecal resection?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1843_ileocaecal_resection	1843	ileocaecal_resection	Did you have an ileocaecal resection?	9999999	missing		discrete	QUPG	question form popgen
t1844_ileocaecal_res_year	1844	ileocaecal_res_year	In which year did you have an ileocaecal resection?	1900 - 2030			continuous	QUPG	question form popgen
t1844_ileocaecal_res_year	1844	ileocaecal_res_year	In which year did you have an ileocaecal resection?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1844_ileocaecal_res_year	1844	ileocaecal_res_year	In which year did you have an ileocaecal resection?	9999999	missing		continuous	QUPG	question form popgen
t1845_ileocaecal_res_age	1845	ileocaecal_res_age	How old were you when you had an ileocaecal resection?	0 - 120			continuous	QUPG	question form popgen
t1845_ileocaecal_res_age	1845	ileocaecal_res_age	How old were you when you had an ileocaecal resection?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
