trait	trait_id	trait_name	description	value	value_description	alternative_value	type	source_token	source_name
t1892_fever_last_week	1892	fever_last_week	Did you have fever (more than 37,8 °C) during the last 7 days?	2	no		discrete	QUPG	question form popgen
t1892_fever_last_week	1892	fever_last_week	Did you have fever (more than 37,8 °C) during the last 7 days?	3	do not know		discrete	QUPG	question form popgen
t1892_fever_last_week	1892	fever_last_week	Did you have fever (more than 37,8 °C) during the last 7 days?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1892_fever_last_week	1892	fever_last_week	Did you have fever (more than 37,8 °C) during the last 7 days?	9999999	missing		discrete	QUPG	question form popgen
t1910_stool_day	1910	stool_day	Date of taking stool sample: day	1 - 31			continuous	SACS	sample accompanying sheet
t1910_stool_day	1910	stool_day	Date of taking stool sample: day	7777777	unreadable/inconsistent		continuous	SACS	sample accompanying sheet
t1910_stool_day	1910	stool_day	Date of taking stool sample: day	9999999	missing		continuous	SACS	sample accompanying sheet
t1911_stool_month	1911	stool_month	Date of taking stool sample: month	1 - 12			continuous	SACS	sample accompanying sheet
t1911_stool_month	1911	stool_month	Date of taking stool sample: month	7777777	unreadable/inconsistent		continuous	SACS	sample accompanying sheet
t1911_stool_month	1911	stool_month	Date of taking stool sample: month	9999999	missing		continuous	SACS	sample accompanying sheet
t1912_stool_year	1912	stool_year	Date of taking stool sample: year	1900 - 2100			continuous	SACS	sample accompanying sheet
t1912_stool_year	1912	stool_year	Date of taking stool sample: year	7777777	unreadable/inconsistent		continuous	SACS	sample accompanying sheet
t1912_stool_year	1912	stool_year	Date of taking stool sample: year	9999999	missing		continuous	SACS	sample accompanying sheet
t1913_stool_hour	1913	stool_hour	Time of taking stool sample: hour	0 - 23			continuous	SACS	sample accompanying sheet
t1913_stool_hour	1913	stool_hour	Time of taking stool sample: hour	7777777	unreadable/inconsistent		continuous	SACS	sample accompanying sheet
t1913_stool_hour	1913	stool_hour	Time of taking stool sample: hour	9999999	missing		continuous	SACS	sample accompanying sheet
t1914_stool_minute	1914	stool_minute	Time of taking stool sample: minute	0 - 59			continuous	SACS	sample accompanying sheet
t1914_stool_minute	1914	stool_minute	Time of taking stool sample: minute	7777777	unreadable/inconsistent		continuous	SACS	sample accompanying sheet
t1914_stool_minute	1914	stool_minute	Time of taking stool sample: minute	9999999	missing		continuous	SACS	sample accompanying sheet
t1922_antibiotics_6_weeks	1922	antibiotics_6_weeks	Have you been treated with antibiotics during the last 6 weeks?	1	yes		discrete	QUPG	question form popgen
t1922_antibiotics_6_weeks	1922	antibiotics_6_weeks	Have you been treated with antibiotics during the last 6 weeks?	2	no		discrete	QUPG	question form popgen
t1922_antibiotics_6_weeks	1922	antibiotics_6_weeks	Have you been treated with antibiotics during the last 6 weeks?	3	do not know		discrete	QUPG	question form popgen
t1922_antibiotics_6_weeks	1922	antibiotics_6_weeks	Have you been treated with antibiotics during the last 6 weeks?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1922_antibiotics_6_weeks	1922	antibiotics_6_weeks	Have you been treated with antibiotics during the last 6 weeks?	9999999	missing		discrete	QUPG	question form popgen
t2608_medication_group_1	2608	medication_group_1	Group of medication (based on self reported freetext answers) (1)	0	no influence on heart rate		discrete	QUPG	question form popgen
t2608_medication_group_1	2608	medication_group_1	Group of medication (based on self reported freetext answers) (1)	1	with influence on heart rate		discrete	QUPG	question form popgen
t2608_medication_group_1	2608	medication_group_1	Group of medication (based on self reported freetext answers) (1)	2	lipid-lowering agents		discrete	QUPG	question form popgen
t2608_medication_group_1	2608	medication_group_1	Group of medication (based on self reported freetext answers) (1)	3	antihypertensives		discrete	QUPG	question form popgen
t2608_medication_group_1	2608	medication_group_1	Group of medication (based on self reported freetext answers) (1)	4	proton pump inhibitor		discrete	QUPG	question form popgen
t2608_medication_group_1	2608	medication_group_1	Group of medication (based on self reported freetext answers) (1)	5	treatment of gout		discrete	QUPG	question form popgen
t2608_medication_group_1	2608	medication_group_1	Group of medication (based on self reported freetext answers) (1)	6	antidiabetica		discrete	QUPG	question form popgen
t2608_medication_group_1	2608	medication_group_1	Group of medication (based on self reported freetext answers) (1)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t2608_medication_group_1	2608	medication_group_1	Group of medication (based on self reported freetext answers) (1)	9999999	missing		discrete	QUPG	question form popgen
t2609_medication_group_2	2609	medication_group_2	Group of medication (based on self reported freetext answers) (2)	0	no influence on heart rate		discrete	QUPG	question form popgen
t2609_medication_group_2	2609	medication_group_2	Group of medication (based on self reported freetext answers) (2)	1	with influence on heart rate		discrete	QUPG	question form popgen
t2609_medication_group_2	2609	medication_group_2	Group of medication (based on self reported freetext answers) (2)	2	lipid-lowering agents		discrete	QUPG	question form popgen
t2609_medication_group_2	2609	medication_group_2	Group of medication (based on self reported freetext answers) (2)	3	antihypertensives		discrete	QUPG	question form popgen
t2609_medication_group_2	2609	medication_group_2	Group of medication (based on self reported freetext answers) (2)	4	proton pump inhibitor		discrete	QUPG	question form popgen
t2609_medication_group_2	2609	medication_group_2	Group of medication (based on self reported freetext answers) (2)	5	treatment of gout		discrete	QUPG	question form popgen
t2609_medication_group_2	2609	medication_group_2	Group of medication (based on self reported freetext answers) (2)	6	antidiabetica		discrete	QUPG	question form popgen
t2609_medication_group_2	2609	medication_group_2	Group of medication (based on self reported freetext answers) (2)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t2609_medication_group_2	2609	medication_group_2	Group of medication (based on self reported freetext answers) (2)	9999999	missing		discrete	QUPG	question form popgen
t2610_medication_group_3	2610	medication_group_3	Group of medication (based on self reported freetext answers) (3)	0	no influence on heart rate		discrete	QUPG	question form popgen
t2610_medication_group_3	2610	medication_group_3	Group of medication (based on self reported freetext answers) (3)	1	with influence on heart rate		discrete	QUPG	question form popgen
t2610_medication_group_3	2610	medication_group_3	Group of medication (based on self reported freetext answers) (3)	2	lipid-lowering agents		discrete	QUPG	question form popgen
t2610_medication_group_3	2610	medication_group_3	Group of medication (based on self reported freetext answers) (3)	3	antihypertensives		discrete	QUPG	question form popgen
t2610_medication_group_3	2610	medication_group_3	Group of medication (based on self reported freetext answers) (3)	4	proton pump inhibitor		discrete	QUPG	question form popgen
t2610_medication_group_3	2610	medication_group_3	Group of medication (based on self reported freetext answers) (3)	5	treatment of gout		discrete	QUPG	question form popgen
t2610_medication_group_3	2610	medication_group_3	Group of medication (based on self reported freetext answers) (3)	6	antidiabetica		discrete	QUPG	question form popgen
t2610_medication_group_3	2610	medication_group_3	Group of medication (based on self reported freetext answers) (3)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t2610_medication_group_3	2610	medication_group_3	Group of medication (based on self reported freetext answers) (3)	9999999	missing		discrete	QUPG	question form popgen
t2611_medication_group_4	2611	medication_group_4	Group of medication (based on self reported freetext answers) (4)	0	no influence on heart rate		discrete	QUPG	question form popgen
t2611_medication_group_4	2611	medication_group_4	Group of medication (based on self reported freetext answers) (4)	1	with influence on heart rate		discrete	QUPG	question form popgen
t2611_medication_group_4	2611	medication_group_4	Group of medication (based on self reported freetext answers) (4)	2	lipid-lowering agents		discrete	QUPG	question form popgen
t2611_medication_group_4	2611	medication_group_4	Group of medication (based on self reported freetext answers) (4)	3	antihypertensives		discrete	QUPG	question form popgen
t2611_medication_group_4	2611	medication_group_4	Group of medication (based on self reported freetext answers) (4)	4	proton pump inhibitor		discrete	QUPG	question form popgen
t2611_medication_group_4	2611	medication_group_4	Group of medication (based on self reported freetext answers) (4)	5	treatment of gout		discrete	QUPG	question form popgen
t2611_medication_group_4	2611	medication_group_4	Group of medication (based on self reported freetext answers) (4)	6	antidiabetica		discrete	QUPG	question form popgen
t2611_medication_group_4	2611	medication_group_4	Group of medication (based on self reported freetext answers) (4)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t2611_medication_group_4	2611	medication_group_4	Group of medication (based on self reported freetext answers) (4)	9999999	missing		discrete	QUPG	question form popgen
t2612_medication_group_5	2612	medication_group_5	Group of medication (based on self reported freetext answers) (5)	0	no influence on heart rate		discrete	QUPG	question form popgen
t2612_medication_group_5	2612	medication_group_5	Group of medication (based on self reported freetext answers) (5)	1	with influence on heart rate		discrete	QUPG	question form popgen
t2612_medication_group_5	2612	medication_group_5	Group of medication (based on self reported freetext answers) (5)	2	lipid-lowering agents		discrete	QUPG	question form popgen
t2612_medication_group_5	2612	medication_group_5	Group of medication (based on self reported freetext answers) (5)	3	antihypertensives		discrete	QUPG	question form popgen
t2612_medication_group_5	2612	medication_group_5	Group of medication (based on self reported freetext answers) (5)	4	proton pump inhibitor		discrete	QUPG	question form popgen
t2612_medication_group_5	2612	medication_group_5	Group of medication (based on self reported freetext answers) (5)	5	treatment of gout		discrete	QUPG	question form popgen
t2612_medication_group_5	2612	medication_group_5	Group of medication (based on self reported freetext answers) (5)	6	antidiabetica		discrete	QUPG	question form popgen
t2612_medication_group_5	2612	medication_group_5	Group of medication (based on self reported freetext answers) (5)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t2612_medication_group_5	2612	medication_group_5	Group of medication (based on self reported freetext answers) (5)	9999999	missing		discrete	QUPG	question form popgen
t2613_medication_group_6	2613	medication_group_6	Group of medication (based on self reported freetext answers) (6)	0	no influence on heart rate		discrete	QUPG	question form popgen
t2613_medication_group_6	2613	medication_group_6	Group of medication (based on self reported freetext answers) (6)	1	with influence on heart rate		discrete	QUPG	question form popgen
t2613_medication_group_6	2613	medication_group_6	Group of medication (based on self reported freetext answers) (6)	2	lipid-lowering agents		discrete	QUPG	question form popgen
t2613_medication_group_6	2613	medication_group_6	Group of medication (based on self reported freetext answers) (6)	3	antihypertensives		discrete	QUPG	question form popgen
t2613_medication_group_6	2613	medication_group_6	Group of medication (based on self reported freetext answers) (6)	4	proton pump inhibitor		discrete	QUPG	question form popgen
t2613_medication_group_6	2613	medication_group_6	Group of medication (based on self reported freetext answers) (6)	5	treatment of gout		discrete	QUPG	question form popgen
t2613_medication_group_6	2613	medication_group_6	Group of medication (based on self reported freetext answers) (6)	6	antidiabetica		discrete	QUPG	question form popgen
t2613_medication_group_6	2613	medication_group_6	Group of medication (based on self reported freetext answers) (6)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t2613_medication_group_6	2613	medication_group_6	Group of medication (based on self reported freetext answers) (6)	9999999	missing		discrete	QUPG	question form popgen
t13229_smoking_pause	13229	smoking_pause	Did you pause smoking for at least 12 months in a row (once or more)?	1	yes		discrete	QUPG	question form popgen
t13229_smoking_pause	13229	smoking_pause	Did you pause smoking for at least 12 months in a row (once or more)?	2	no		discrete	QUPG	question form popgen
t13229_smoking_pause	13229	smoking_pause	Did you pause smoking for at least 12 months in a row (once or more)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13229_smoking_pause	13229	smoking_pause	Did you pause smoking for at least 12 months in a row (once or more)?	9999999	missing		discrete	QUPG	question form popgen
t13230_smoking_pause_months	13230	smoking_pause_months	How many months did the pause(s) last (in total)?	1 - 600			continuous	QUPG	question form popgen
t13230_smoking_pause_months	13230	smoking_pause_months	How many months did the pause(s) last (in total)?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13230_smoking_pause_months	13230	smoking_pause_months	How many months did the pause(s) last (in total)?	9999999	missing		continuous	QUPG	question form popgen
t13406_abdominal_pain_3m_3d	13406	abdominal_pain_3m_3d	During the last 3 months, did abdominal pain occur for at least 3 days per month?	1	yes		discrete	QUPG	question form popgen
t13406_abdominal_pain_3m_3d	13406	abdominal_pain_3m_3d	During the last 3 months, did abdominal pain occur for at least 3 days per month?	2	no		discrete	QUPG	question form popgen
t13406_abdominal_pain_3m_3d	13406	abdominal_pain_3m_3d	During the last 3 months, did abdominal pain occur for at least 3 days per month?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13406_abdominal_pain_3m_3d	13406	abdominal_pain_3m_3d	During the last 3 months, did abdominal pain occur for at least 3 days per month?	9999999	missing		discrete	QUPG	question form popgen
t13407_obstipation	13407	obstipation	Do you have obstipation?	1	no		discrete	QUPG	question form popgen
t13407_obstipation	13407	obstipation	Do you have obstipation?	2	sometimes		discrete	QUPG	question form popgen
t13407_obstipation	13407	obstipation	Do you have obstipation?	3	often		discrete	QUPG	question form popgen
t13407_obstipation	13407	obstipation	Do you have obstipation?	4	very often		discrete	QUPG	question form popgen
t13407_obstipation	13407	obstipation	Do you have obstipation?	12	no & sometimes		discrete	QUPG	question form popgen
t13407_obstipation	13407	obstipation	Do you have obstipation?	23	sometimes & often		discrete	QUPG	question form popgen
t13407_obstipation	13407	obstipation	Do you have obstipation?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13407_obstipation	13407	obstipation	Do you have obstipation?	9999999	missing		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	1	type 1		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	2	type 2		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	3	type 3		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	4	type 4		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	5	type 5		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	6	type 6		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	7	type 7		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13408_Bristol_stool_scale	13408	Bristol_stool_scale	Bristol Stool Scale, classifies the form of human faeces into seven categories.	9999999	missing		discrete	QUPG	question form popgen
t13442_smoke_months	13442	smoke_months	How many months did you smoke?	0 - 1100			continuous	QUPG	question form popgen
t13442_smoke_months	13442	smoke_months	How many months did you smoke?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13442_smoke_months	13442	smoke_months	How many months did you smoke?	9999999	missing		continuous	QUPG	question form popgen
t13475_diarrhea	13475	diarrhea	Do you have diarrhea?	1	no		discrete	QUPG	question form popgen
t13475_diarrhea	13475	diarrhea	Do you have diarrhea?	2	sometimes		discrete	QUPG	question form popgen
t13475_diarrhea	13475	diarrhea	Do you have diarrhea?	3	often		discrete	QUPG	question form popgen
t13475_diarrhea	13475	diarrhea	Do you have diarrhea?	4	very often		discrete	QUPG	question form popgen
t13475_diarrhea	13475	diarrhea	Do you have diarrhea?	12	no & sometimes		discrete	QUPG	question form popgen
t13475_diarrhea	13475	diarrhea	Do you have diarrhea?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t13475_diarrhea	13475	diarrhea	Do you have diarrhea?	9999999	missing		discrete	QUPG	question form popgen
t13476_defecation_week	13476	defecation_week	What is the average number of defecations per week?	1 - 50			continuous	QUPG	question form popgen
t13476_defecation_week	13476	defecation_week	What is the average number of defecations per week?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t13476_defecation_week	13476	defecation_week	What is the average number of defecations per week?	9999999	missing		continuous	QUPG	question form popgen
t13578_Calprotectin	13578	Calprotectin	Calprotectin: Detection of inflammation (measured with Bühlmann fCAL), normal values are < 50 µg/g, elevated values between 50 and 200 µg/g can represent mild organic diseases (IBD in remission), elevated els above > 200 µg/g are indicative of active organic diseases	10 - 600			continuous	LFEX	external lab findings
t13578_Calprotectin	13578	Calprotectin	Calprotectin: Detection of inflammation (measured with Bühlmann fCAL), normal values are < 50 µg/g, elevated values between 50 and 200 µg/g can represent mild organic diseases (IBD in remission), elevated els above > 200 µg/g are indicative of active organic diseases	6666	< 30	29.0	continuous	LFEX	external lab findings
t13578_Calprotectin	13578	Calprotectin	Calprotectin: Detection of inflammation (measured with Bühlmann fCAL), normal values are < 50 µg/g, elevated values between 50 and 200 µg/g can represent mild organic diseases (IBD in remission), elevated els above > 200 µg/g are indicative of active organic diseases	7777	> 1800 	1801.0	continuous	LFEX	external lab findings
t13578_Calprotectin	13578	Calprotectin	Calprotectin: Detection of inflammation (measured with Bühlmann fCAL), normal values are < 50 µg/g, elevated values between 50 and 200 µg/g can represent mild organic diseases (IBD in remission), elevated els above > 200 µg/g are indicative of active organic diseases	8888	< 10	9.0	continuous	LFEX	external lab findings
t13578_Calprotectin	13578	Calprotectin	Calprotectin: Detection of inflammation (measured with Bühlmann fCAL), normal values are < 50 µg/g, elevated values between 50 and 200 µg/g can represent mild organic diseases (IBD in remission), elevated els above > 200 µg/g are indicative of active organic diseases	9999	> 600	601.0	continuous	LFEX	external lab findings
t13578_Calprotectin	13578	Calprotectin	Calprotectin: Detection of inflammation (measured with Bühlmann fCAL), normal values are < 50 µg/g, elevated values between 50 and 200 µg/g can represent mild organic diseases (IBD in remission), elevated els above > 200 µg/g are indicative of active organic diseases	7777777	unreadable/inconsistent		continuous	LFEX	external lab findings
t13578_Calprotectin	13578	Calprotectin	Calprotectin: Detection of inflammation (measured with Bühlmann fCAL), normal values are < 50 µg/g, elevated values between 50 and 200 µg/g can represent mild organic diseases (IBD in remission), elevated els above > 200 µg/g are indicative of active organic diseases	9999999	missing		continuous	LFEX	external lab findings
t13579_stool_hb	13579	stool_hb	Haemoglobin: Detection of fecal occult blood (measured with PreventID Haemo/HaptOccult)	0	negative		discrete	LFEX	external lab findings
t13579_stool_hb	13579	stool_hb	Haemoglobin: Detection of fecal occult blood (measured with PreventID Haemo/HaptOccult)	1	positive		discrete	LFEX	external lab findings
t13580_stool_hb_hp	13580	stool_hb_hp	Haemo-/haptoglobin-complex: Detection of fecal occult blood (measured with PreventID Haemo/HaptOccult)	0	negative		discrete	LFEX	external lab findings
t13580_stool_hb_hp	13580	stool_hb_hp	Haemo-/haptoglobin-complex: Detection of fecal occult blood (measured with PreventID Haemo/HaptOccult)	1	positive		discrete	LFEX	external lab findings
t14243_average_cigarettes	14243	average_cigarettes	What is the average number of cigarettes per day you have been smoking during your life?	0 - 200			continuous	QUPG	question form popgen
t14243_average_cigarettes	14243	average_cigarettes	What is the average number of cigarettes per day you have been smoking during your life?	333	unregelmäßig/Partyraucher		continuous	QUPG	question form popgen
t14243_average_cigarettes	14243	average_cigarettes	What is the average number of cigarettes per day you have been smoking during your life?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t14243_average_cigarettes	14243	average_cigarettes	What is the average number of cigarettes per day you have been smoking during your life?	9999999	missing		continuous	QUPG	question form popgen
t14244_average_pipes_cigars	14244	average_pipes_cigars	What is the average number of pipes or cigars per day you have been smoking during your life?	0 - 200			continuous	QUPG	question form popgen
t14244_average_pipes_cigars	14244	average_pipes_cigars	What is the average number of pipes or cigars per day you have been smoking during your life?	888	<1		continuous	QUPG	question form popgen
t14244_average_pipes_cigars	14244	average_pipes_cigars	What is the average number of pipes or cigars per day you have been smoking during your life?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t14244_average_pipes_cigars	14244	average_pipes_cigars	What is the average number of pipes or cigars per day you have been smoking during your life?	9999999	missing		continuous	QUPG	question form popgen
t14276_stool_consist_week	14276	stool_consist_week	How many of the defecations per week are fluid to mushy ?	0 - 55			continuous	QUPG	question form popgen
t14276_stool_consist_week	14276	stool_consist_week	How many of the defecations per week are fluid to mushy ?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t14276_stool_consist_week	14276	stool_consist_week	How many of the defecations per week are fluid to mushy ?	9999999	missing		continuous	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	1	type 1		discrete	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	2	type 2		discrete	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	3	type 3		discrete	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	4	type 4		discrete	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	5	type 5		discrete	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	6	type 6		discrete	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	7	type 7		discrete	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t14333_Bristol_stool_scale2	14333	Bristol_stool_scale2	Bristol Stool Scale, classifies the form of human faeces into seven categories. (2)	9999999	missing		discrete	QUPG	question form popgen
t14488_diabetes_self_report	14488	diabetes_self_report	Do you have diabetes?	1	yes		discrete	QUPG	question form popgen
t14488_diabetes_self_report	14488	diabetes_self_report	Do you have diabetes?	2	no		discrete	QUPG	question form popgen
t14488_diabetes_self_report	14488	diabetes_self_report	Do you have diabetes?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t14488_diabetes_self_report	14488	diabetes_self_report	Do you have diabetes?	9999999	missing		discrete	QUPG	question form popgen
t14489_diabetes_physician	14489	diabetes_physician	Has the diabetes diagnosis been confirmed by a physician?	1	yes		discrete	QUPG	question form popgen
t14489_diabetes_physician	14489	diabetes_physician	Has the diabetes diagnosis been confirmed by a physician?	2	no		discrete	QUPG	question form popgen
t14489_diabetes_physician	14489	diabetes_physician	Has the diabetes diagnosis been confirmed by a physician?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t14489_diabetes_physician	14489	diabetes_physician	Has the diabetes diagnosis been confirmed by a physician?	9999999	missing		discrete	QUPG	question form popgen
t14498_smoking_habits_6m	14498	smoking_habits_6m	What are your smoking habits?	0	unknown		discrete	QUPG	question form popgen
t14498_smoking_habits_6m	14498	smoking_habits_6m	What are your smoking habits?	1	never smoked		discrete	QUPG	question form popgen
t14498_smoking_habits_6m	14498	smoking_habits_6m	What are your smoking habits?	2	smoked less than 6 months		discrete	QUPG	question form popgen
t14498_smoking_habits_6m	14498	smoking_habits_6m	What are your smoking habits?	3	smoked in the past 		discrete	QUPG	question form popgen
t14498_smoking_habits_6m	14498	smoking_habits_6m	What are your smoking habits?	4	smoking now		discrete	QUPG	question form popgen
t14498_smoking_habits_6m	14498	smoking_habits_6m	What are your smoking habits?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t14498_smoking_habits_6m	14498	smoking_habits_6m	What are your smoking habits?	9999999	missing		discrete	QUPG	question form popgen
t14499_passive_smoking_B	14499	passive_smoking_B	How often do you spend time in a room with smoking persons (per week)?	1	every day		discrete	QUPG	question form popgen
t14499_passive_smoking_B	14499	passive_smoking_B	How often do you spend time in a room with smoking persons (per week)?	2	4 - 6 days per week		discrete	QUPG	question form popgen
t14499_passive_smoking_B	14499	passive_smoking_B	How often do you spend time in a room with smoking persons (per week)?	3	1 - 3 days per week		discrete	QUPG	question form popgen
t14499_passive_smoking_B	14499	passive_smoking_B	How often do you spend time in a room with smoking persons (per week)?	4	no day per week		discrete	QUPG	question form popgen
t14499_passive_smoking_B	14499	passive_smoking_B	How often do you spend time in a room with smoking persons (per week)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t14499_passive_smoking_B	14499	passive_smoking_B	How often do you spend time in a room with smoking persons (per week)?	9999999	missing		discrete	QUPG	question form popgen
t14500_passive_smoke_hour_B	14500	passive_smoke_hour_B	How many hours per day did/do you spend in a room with smoking persons?	1	< 1 hour		discrete	QUPG	question form popgen
t14500_passive_smoke_hour_B	14500	passive_smoke_hour_B	How many hours per day did/do you spend in a room with smoking persons?	2	1 to less than 3 hours		discrete	QUPG	question form popgen
t14500_passive_smoke_hour_B	14500	passive_smoke_hour_B	How many hours per day did/do you spend in a room with smoking persons?	3	3 up to 5 hours		discrete	QUPG	question form popgen
t14500_passive_smoke_hour_B	14500	passive_smoke_hour_B	How many hours per day did/do you spend in a room with smoking persons?	4	> 5 hours		discrete	QUPG	question form popgen
t14500_passive_smoke_hour_B	14500	passive_smoke_hour_B	How many hours per day did/do you spend in a room with smoking persons?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t14500_passive_smoke_hour_B	14500	passive_smoke_hour_B	How many hours per day did/do you spend in a room with smoking persons?	9999999	missing		discrete	QUPG	question form popgen
t14501_passive_smoke_where1	14501	passive_smoke_where1	At which places were/are you exposed to passive smoking? (1)	1	at work		discrete	QUPG	question form popgen
t14501_passive_smoke_where1	14501	passive_smoke_where1	At which places were/are you exposed to passive smoking? (1)	2	at home		discrete	QUPG	question form popgen
t14501_passive_smoke_where1	14501	passive_smoke_where1	At which places were/are you exposed to passive smoking? (1)	3	in bars, cafes, discos		discrete	QUPG	question form popgen
t14501_passive_smoke_where1	14501	passive_smoke_where1	At which places were/are you exposed to passive smoking? (1)	4	in restaurants		discrete	QUPG	question form popgen
t14501_passive_smoke_where1	14501	passive_smoke_where1	At which places were/are you exposed to passive smoking? (1)	5	with friends and acquaintances		discrete	QUPG	question form popgen
t14501_passive_smoke_where1	14501	passive_smoke_where1	At which places were/are you exposed to passive smoking? (1)	6	other places, which (Excel)		discrete	QUPG	question form popgen
t14501_passive_smoke_where1	14501	passive_smoke_where1	At which places were/are you exposed to passive smoking? (1)	7	other, not stated		discrete	QUPG	question form popgen
t14501_passive_smoke_where1	14501	passive_smoke_where1	At which places were/are you exposed to passive smoking? (1)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t14501_passive_smoke_where1	14501	passive_smoke_where1	At which places were/are you exposed to passive smoking? (1)	9999999	missing		discrete	QUPG	question form popgen
t14502_passive_smoke_where2	14502	passive_smoke_where2	At which places were/are you exposed to passive smoking? (2)	1	at work		discrete	QUPG	question form popgen
t14502_passive_smoke_where2	14502	passive_smoke_where2	At which places were/are you exposed to passive smoking? (2)	2	at home		discrete	QUPG	question form popgen
t14502_passive_smoke_where2	14502	passive_smoke_where2	At which places were/are you exposed to passive smoking? (2)	3	in bars, cafes, discos		discrete	QUPG	question form popgen
t14502_passive_smoke_where2	14502	passive_smoke_where2	At which places were/are you exposed to passive smoking? (2)	4	in restaurants		discrete	QUPG	question form popgen
t14502_passive_smoke_where2	14502	passive_smoke_where2	At which places were/are you exposed to passive smoking? (2)	5	with friends and acquaintances		discrete	QUPG	question form popgen
t14502_passive_smoke_where2	14502	passive_smoke_where2	At which places were/are you exposed to passive smoking? (2)	6	other places, which (Excel)		discrete	QUPG	question form popgen
t14502_passive_smoke_where2	14502	passive_smoke_where2	At which places were/are you exposed to passive smoking? (2)	7	other, not stated		discrete	QUPG	question form popgen
t14502_passive_smoke_where2	14502	passive_smoke_where2	At which places were/are you exposed to passive smoking? (2)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t14502_passive_smoke_where2	14502	passive_smoke_where2	At which places were/are you exposed to passive smoking? (2)	9999999	missing		discrete	QUPG	question form popgen
t14503_passive_smoke_months	14503	passive_smoke_months	How many months have you been exposed to passive smoking throughout your life?	0 - 900			continuous	QUPG	question form popgen
